Protein,OG,TSG,Fusion,Label
1A31,2.17E-08,1.40E-10,1,Fusion
1A35,1.41E-07,6.36E-06,0.999993503,Fusion
1A36,3.61E-06,1.46E-11,0.999996364,Fusion
1BG2,3.08E-06,0.000377186,0.999619722,Fusion
1BYQ,1.10E-06,3.11E-05,0.999967813,Fusion
1E5W,4.67E-07,0.000816341,0.999183178,Fusion
1EJ9,3.08E-07,4.03E-07,0.999999285,Fusion
1IFR,0.981051505,0.00827576,0.01067273,OG
1JLJ,8.53E-05,0.000596834,0.999317825,Fusion
1K4S,7.80E-05,7.21E-07,0.999921262,Fusion
1K4T,9.15E-11,7.87E-09,1,Fusion
1LPQ,3.73E-08,2.17E-06,0.999997795,Fusion
1M47,0.005415861,0.001585935,0.992998183,Fusion
1M48,0.000561277,0.00217499,0.99726373,Fusion
1M49,6.29E-06,4.51E-06,0.999989212,Fusion
1M4A,0.000616254,0.001831013,0.997552752,Fusion
1M4B,0.000958557,0.000418954,0.998622477,Fusion
1M4C,5.35E-08,1.59E-05,0.999984026,Fusion
1MKJ,2.59E-06,9.34E-07,0.999996483,Fusion
1NBP,4.74E-05,3.18E-05,0.999920845,Fusion
1NH3,1.02E-05,4.77E-05,0.999942064,Fusion
1NI2,0.001530907,0.005592892,0.992876172,Fusion
1OSF,1.02E-07,1.88E-06,0.999998033,Fusion
1P4R,0.000947769,0.000772885,0.998279333,Fusion
1PKX,0.000337935,4.72E-07,0.999661565,Fusion
1PL0,2.12E-06,0.000309864,0.999688029,Fusion
1PW6,0.000367392,0.076756738,0.922875881,Fusion
1PY2,0.000156762,0.051333051,0.94851017,Fusion
1QVN,5.33E-06,0.000229205,0.999765456,Fusion
1R49,0.008230907,2.53E-05,0.991743803,Fusion
1RR8,3.51E-07,1.17E-08,0.999999642,Fusion
1RRJ,0.001036544,5.72E-07,0.998962879,Fusion
1S18,0.011565666,0.000124054,0.988310277,Fusion
1S1D,0.002427296,0.002990456,0.994582236,Fusion
1SC7,0.283397526,0.000601389,0.716001093,Fusion
1SEU,1.70E-05,2.69E-08,0.999982953,Fusion
1SGH,0.999835968,0.000164051,7.50E-13,OG
1SM2,0.900330245,0.000851983,0.098817788,OG
1SNU,7.15E-07,4.31E-09,0.999999285,Fusion
1SNX,0.0068856,0.00125989,0.991854489,Fusion
1T8I,4.35E-09,9.63E-07,0.999999046,Fusion
1TL8,1.38E-07,2.91E-11,0.999999881,Fusion
1TXQ,0.03542874,0.000388088,0.964183152,Fusion
1UY6,4.92E-09,1.58E-10,1,Fusion
1UY7,4.93E-09,6.05E-07,0.999999404,Fusion
1UY8,1.95E-07,9.35E-09,0.999999821,Fusion
1UY9,6.77E-09,4.93E-09,1,Fusion
1UYC,1.27E-09,3.02E-10,1,Fusion
1UYD,4.37E-11,1.49E-12,1,Fusion
1UYE,2.54E-07,4.29E-08,0.999999702,Fusion
1UYF,1.31E-08,4.56E-07,0.999999523,Fusion
1UYG,6.43E-09,1.10E-07,0.999999881,Fusion
1UYH,5.66E-09,5.66E-09,1,Fusion
1UYI,4.02E-10,2.61E-08,1,Fusion
1UYK,1.04E-10,2.36E-08,1,Fusion
1UYL,3.37E-08,1.63E-06,0.999998331,Fusion
1UYM,2.27E-11,1.29E-08,1,Fusion
1VYH,0.000190764,8.68E-08,0.999809146,Fusion
1W72,0.001074353,0.367846727,0.631078899,Fusion
1X79,0.001622844,0.000274821,0.998102307,Fusion
1X8Y,0.000392398,6.74E-05,0.999540269,Fusion
1YC1,4.36E-07,3.48E-09,0.999999583,Fusion
1YC3,3.43E-09,1.80E-06,0.999998212,Fusion
1YC4,9.39E-06,5.40E-08,0.999990582,Fusion
1YER,4.93E-07,6.30E-09,0.999999523,Fusion
1YES,8.19E-09,3.61E-09,1,Fusion
1YET,1.37E-07,2.80E-08,0.999999821,Fusion
