Protein,OG,TSG,Fusion,Label
1MR1,0.000117969,0.999881864,1.39E-07,TSG
1SBX,0.048441119,0.945960283,0.00559857,TSG
1TEN,5.45E-05,0.997106016,0.00283946,TSG
1YJD,0.999436319,0.000561809,1.85E-06,OG
2OGV,0.827825129,0.171561137,0.000613713,OG
2R5T,0.99836266,0.000925764,0.000711584,OG
2RB8,0.999994874,5.13E-06,1.00E-09,OG
2RBL,0.000422495,0.004827859,0.994749665,Fusion
2X18,7.54E-05,0.999919116,5.45E-06,TSG
2YT4,0.005524012,0.994475067,9.38E-07,TSG
3HDM,0.830219805,0.001681796,0.168098405,OG
3HDN,0.997920573,0.001314769,0.000764661,OG
3LCD,0.977119386,0.018389842,0.004490748,OG
3LCO,0.993516088,0.006483146,7.61E-07,OG
3SM9,0.187023237,0.812972844,3.88E-06,TSG
4DKD,0.958113492,0.041849524,3.70E-05,OG
4HW7,0.630658209,0.00030297,0.36903882,OG
4LIQ,3.42E-06,0.998815596,0.00118096,TSG
4R7H,0.780182779,0.004945126,0.214872122,OG
4R7I,0.146454662,4.91E-05,0.853496253,Fusion
4WRL,0.935717225,0.060652182,0.003630608,OG
4WRM,0.010275009,0.989718616,6.38E-06,TSG
4XAR,0.007906585,0.968508661,0.023584727,TSG
5CNK,0.997938454,0.001880793,0.000180757,OG
5CNM,0.007333046,0.992446303,0.000220672,TSG
5GK9,0.999999642,3.40E-07,1.00E-09,OG
5U4V,0.999985456,8.63E-07,1.37E-05,OG
